,id,text,label
961,962,شعری بخوان که با او رطل گران توان زد,hafez
962,963,ما نیز در رقص آوریم آن سرو سیم اندام را,saadi
963,964,از بس که دیر ماندی چون شام روزه داران,saadi
964,965,راحت جان باشد از آن قبضه تیغ,saadi
965,966,پیل اگر دربند می‌افتد مسخر می‌شود,saadi
966,967,که هشیاران نیاویزند با مست,saadi
967,968,این قدر هست که گه گه قدحی می نوشم,hafez
968,969,انگار که خاک آستانم,saadi
969,970,آفتاب آسا کند در شب تجلی روی تو,saadi
970,971,دست رنج تو همان به که شود صرف به کام,saadi
971,972,در گلستان ارم دوش چو از لطف هوا,hafez
972,973,اگر نه عقل به مستی فروکشد لنگر,saadi
973,974,گر مطیع خدمتت را کفر فرمایی بگوید,saadi
974,975,گر ملامت می‌کنندم ور قیامت می‌شود,saadi
975,976,که گر هلاک شوی منتی پذیر از دوست,saadi
976,977,من در پناه لطف تو خواهم گریختن,saadi
977,978,تا بدیدم ز سنگ سختتری,saadi
978,979,چون از این غصه ننالیم و چرا نخروشیم,hafez
979,980,سعدی شیرین زبان این همه شور از کجا,saadi
980,981,مرا مپرس که چونی به هر صفت که تو خواهی,saadi
981,982, خلاف سرو را روزی خرامان سوی بستان آی,saadi
982,983,رفتن آسان بود ار واقف منزل باشی,hafez
983,984,اگر روم ز پی اش فتنه‌ها برانگیزد,hafez
984,985,غافل از صوفیان شاهدباز,hafez
985,986,گر سرو بوستانت بیند که می‌خرامی,saadi
986,987,سیمرغ چه می‌کند به عصفور,saadi
987,988,لیکن چه توان کرد که قوت نتوان کرد,saadi
988,989,گویی دو چشم جادوی عابدفریب او,saadi
989,990,می‌روی و مقابلی غایب و در تصوری,saadi
990,991,سعدیا چاره ثباتست و مدارا و تحمل,saadi
991,992,تا به بستان ضمیرت گل معنی بشکفت,saadi
992,993,دگر چه چاره که با زورمند برنایند,saadi
993,994,با بلبلان بی‌دل شیدا مکن غرور,saadi
994,995, دل من در هوای روی فرخ,hafez
995,996,تو با این لطف طبع و دلربایی,saadi
996,997,در این سخن که بخواهند برد دست به دست,saadi
997,998,جان به هوای کوی او خدمت تن نمی‌کند,saadi
998,999, مجلس ما دگر امروز به بستان ماند,saadi
999,1000,پندش مده که جهل در او نیک محکمست,saadi
1000,1001,آن غالیه خط گر سوی ما نامه نوشتی,hafez
1001,1002,محمل بدار ای ساروان تندی مکن با کاروان,saadi
1002,1003,ما حسبت الان الا قد هجم,saadi
1003,1004,چل سال رنج و غصه کشیدیم و عاقبت,hafez
1004,1005,صنم ماست که در هر خم زلفش چینیست,hafez
1005,1006,برگ چشمم می‌نخوشد در زمستان فراقت,saadi
1006,1007,من با کسی افتاده‌ام کز وی نپردازم به کس,saadi
1007,1008,دامن گوهر بیار بر سر مجلس ببار,hafez
1008,1009,نظیر دوست ندیدم اگر چه از مه و مهر,saadi
1009,1010,کوه بنالد به زبان صدا,saadi
1010,1011,بدر تمام روزی در آفتاب رویت,saadi
1011,1012,اسیر خویش گرفتی بکش چنان که تو دانی,saadi
1012,1013,مسند به گلستان بر تا شاهد و ساقی را,hafez
1013,1014,نوبه زهدفروشان گران جان بگذشت,hafez
1014,1015,مزن ز چون و چرا دم که بنده مقبل,hafez
1015,1016,گرت اندیشه می‌باشد ز بدگویان بی معنی,saadi
1016,1017,مهل که روز وفاتم به خاک بسپارند,hafez
1017,1018, صید بیابان عشق چون بخورد تیر او,saadi
1018,1019,ور کسی گفت مگر هم تو زبانش باشی,saadi
1019,1020,شبی خوش هر که می‌خواهد که با جانان به روز آرد,saadi
1020,1021,لبان لعل چون خون کبوتر,saadi
1021,1022,درازنای شب از چشم دردمندان پرس,saadi
1022,1023,صد بار توبه کرد و دگربار می‌کند,saadi
1023,1024,یا لیت شعری حتام القاه,hafez
1024,1025,گو به شیراز آی و خاک من ببوی,saadi
1025,1026,یک بار بگو که کشتهٔ ماست,hafez
1026,1027,که ما را دور کرد از دوستداران,hafez
1027,1028, ز در درآ و شبستان ما منور کن,hafez
1028,1029,ملامت من مسکین کسی کند که نداند,saadi
1029,1030,گر از حدیث تو کوته کنم زبان امید,saadi
1030,1031, یاد باد آن که ز ما وقت سفر یاد نکرد,hafez
1031,1032,که سرفرازی عالم در این کله دانست,hafez
1032,1033,عیدست و آنک ابروی همچون هلال دوست,saadi
1033,1034,کز رقت اندرون ضعیفم چو جام شد,hafez
1034,1035,سهل است تلخی می در جنب ذوق مستی,hafez
1035,1036,همخانه من باشی و همسایه نداند,saadi
1036,1037,ای محتسب از جوان چه خواهی,hafez
1037,1038,که بی وجود شریفت جهان نمی‌بینم,saadi
1038,1039,تهمتی بر شب روان خیل خواب انداختی,hafez
1039,1040,در روی خود تفرج صنع خدای کن,saadi
1040,1041,هر که هوا گرفت و رفت از پی آرزوی دل,saadi
1041,1042,کز منطق آن شکرفشان است,saadi
1042,1043,هر که درمان می‌پذیرد یا نصیحت می‌نیوشد,saadi
1043,1044,خود شرم نمی‌آیدش از ننگ بضاعت,saadi
1044,1045,کی روی ره ز که پرسی چه کنی چون باشی,hafez
1045,1046,لیکن این هست که این نسخه سقیم افتادست,hafez
1046,1047,مرغ عاشق بریده پر باشد,saadi
1047,1048,ای برادر غم عشق آتش نمرود انگار,saadi
1048,1049,تنش درست و دلش شاد باد و خاطر خوش,hafez
1049,1050,مسند خواجگی و مجلس تورانشاهی,hafez
1050,1051,فی الجمله می‌کنی و فرو می‌گذارمت,saadi
1051,1052,پاره گرداند زلیخای صبا,hafez
1052,1053,در دولت خاقان نتوان کرد خلافت,hafez
1053,1054,که بگرفت این شب یلدا ملال از ماه و پروینم,saadi
1054,1055,که عجب دارم اگر تخته به ساحل برود,saadi
1055,1056,بر رخ او نظر از آینه پاک انداز,hafez
1056,1057,اگر چه هر چه جهانت به دل خریدارند,saadi
1057,1058,آن کس که به دست جام دارد,hafez
1058,1059,دعای صبح و آه شب کلید گنج مقصود است,hafez
1059,1060,ور چو پروانه دهد دست فراغ بالی,saadi
1060,1061,که مونس دم صبحم دعای دولت توست,hafez
1061,1062,ما و چراغ چشم و ره انتظار دوست,hafez
1062,1063,یار دیرینه ببینید که با یار چه کرد,hafez
1063,1064,شاهد ما آیتیست وین همه تفسیر او,saadi
1064,1065,گاه گویم که بنالم ز پریشانی حالم,saadi
1065,1066,باشد که گذر باشد یک روز بر آن خاکت,saadi
1066,1067,شرممان باد ز پشمینه آلوده خویش,hafez
1067,1068,چو خود بیاید عذرش بباید آوردن,saadi
1068,1069,به فیض جرعه جام تو تشنه‌ایم ولی,hafez
1069,1070,که نه کاریست شکیبایی و اندهناکی,saadi
1070,1071,اگر خاک وی اندر دیده مالی,saadi
1071,1072,یا رب این آتش که در جان من است,saadi
1072,1073,عزم سبک عنان تو در جنبش آورد,hafez
1073,1074,یا گناهیست که اول من مسکین کردم,saadi
1074,1075,امشب سبکتر می‌زنند این طبل بی‌هنگام را,saadi
1075,1076,کس ندیدست آدمیزاد از تو شیرین‌تر سخن,saadi
1076,1077,نگاه دار سر رشته تا نگه دارد,hafez
1077,1078,دلت نسوخت که مسکین امیدوار منست,saadi
1078,1079,عوام خلق ملامت کنند صوفی را,saadi
1079,1080,که التفات کند کمترین گدایی را,saadi
1080,1081,اگر چه مالک رقی و پادشاه به حقی,saadi
1081,1082,پرده پرهیزکنان می‌دری,saadi
